Model,Selling Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Car Condition,current price
55,423299.0,136859.0,2013.0,1,1,1,4.3,989463.0
179,630780.0,69278.0,2016.0,1,0,1,4.5,1400568.0
249,320699.0,70993.0,2015.0,1,1,1,4.0,1461032.0
25,141599.0,49821.0,2010.0,3,1,1,4.2,1329969.0
274,335999.0,14665.0,2019.0,1,1,1,4.4,1327051.0
184,665315.0,20333.0,2017.0,1,1,1,4.9,814985.0
144,500599.0,56580.0,2014.0,1,1,1,4.2,921131.0
39,256399.0,125008.0,2013.0,1,0,1,4.7,1043090.0
230,418499.0,107099.0,2012.0,2,0,1,4.2,755188.0
180,453299.0,90025.0,2015.0,1,1,1,4.3,1271206.0
320,344599.0,89919.0,2012.0,1,0,1,4.3,1084094.0
230,449999.0,42679.0,2013.0,1,0,1,4.6,1377307.0
230,441299.0,70192.0,2012.0,2,0,1,4.5,763742.0
210,605499.0,24825.0,2015.0,1,0,1,4.7,766247.0
226,433099.0,79144.0,2014.0,1,0,1,4.6,1421874.0
236,366699.0,73411.0,2015.0,1,1,1,4.4,824345.0
162,528099.0,50455.0,2017.0,1,0,1,4.6,1057075.0
171,173399.0,29879.0,2008.0,1,1,1,4.0,1460048.0
74,925999.0,9294.0,2019.0,1,1,1,4.9,1096524.0
152,291899.0,63467.0,2013.0,2,1,1,4.5,1299059.0
281,227999.0,64274.0,2010.0,1,1,1,4.1,1004763.0
226,388499.0,72754.0,2014.0,1,0,1,4.2,800817.0
236,109199.0,98656.0,2009.0,1,1,1,4.2,958048.0
277,301599.0,40290.0,2016.0,1,1,1,4.5,757332.0
101,335499.0,42170.0,2014.0,2,1,1,4.2,1110737.0
36,321799.0,45278.0,2013.0,2,1,1,4.2,973069.0
226,371399.0,60422.0,2013.0,2,0,1,4.1,1176244.0
139,248599.0,210904.0,2013.0,1,2,1,4.0,1074187.0
175,389703.0,23963.0,2016.0,1,2,1,4.8,1434129.0
201,691699.0,11404.0,2017.0,1,1,1,4.9,839501.0
274,379999.0,38933.0,2016.0,1,1,1,4.6,1043336.0
266,322068.0,103665.0,2013.0,1,0,1,4.4,900406.0
165,1167456.0,49189.0,2018.0,1,0,1,4.5,1089006.0
347,592599.0,59325.0,2015.0,1,0,1,4.4,1068832.0
237,429499.0,66476.0,2015.0,1,0,1,4.5,1357474.0
187,232199.0,148559.0,2015.0,1,0,1,4.3,1330500.0
142,305199.0,114748.0,2012.0,1,1,1,4.3,1121527.0
168,889799.0,84778.0,2015.0,2,0,1,4.6,1472097.0
249,250499.0,98462.0,2012.0,1,1,1,4.3,916235.0
349,206083.0,73625.0,2012.0,1,0,1,4.3,1465702.0
91,186399.0,129837.0,2013.0,1,2,1,3.8,1124237.0
40,370899.0,113188.0,2014.0,1,0,1,4.3,1140237.0
138,221199.0,33582.0,2013.0,2,1,1,4.5,1458809.0
249,310199.0,48335.0,2013.0,1,1,1,4.2,1446712.0
6,1011799.0,63035.0,2013.0,2,0,0,4.3,788181.0
126,270500.0,71292.0,2011.0,3,1,1,3.9,854645.0
237,419699.0,46856.0,2015.0,1,0,1,4.5,1044636.0
111,254899.0,20500.0,2014.0,1,2,1,4.4,825378.0
152,309599.0,78129.0,2011.0,1,1,1,4.2,932480.0
138,264950.0,57657.0,2013.0,1,1,1,3.8,897369.0
306,336599.0,125598.0,2017.0,1,0,1,4.2,879587.0
219,282599.0,45651.0,2014.0,1,1,0,4.3,1285822.0
53,861999.0,28213.0,2019.0,1,1,1,4.9,826259.0
172,274599.0,24679.0,2012.0,3,1,1,4.3,847928.0
174,214599.0,58304.0,2015.0,2,1,1,4.1,800658.0
178,556999.0,16232.0,2016.0,2,1,1,4.0,1212197.0
232,459599.0,70649.0,2015.0,1,1,1,4.9,953913.0
105,436399.0,247836.0,2016.0,1,1,1,4.6,1406975.0
232,384799.0,95093.0,2013.0,1,1,1,4.1,1248620.0
314,144099.0,98229.0,2007.0,1,1,1,4.2,1390626.0
299,657699.0,21127.0,2018.0,1,1,1,4.4,1085038.0
230,516399.0,32957.0,2014.0,1,0,1,4.4,1401256.0
73,1188855.0,108963.0,2016.0,1,0,0,4.0,974062.0
103,436499.0,6587.0,2016.0,1,1,1,4.6,1394068.0
274,304827.0,9495.0,2016.0,1,1,1,4.8,900028.0
142,199500.0,56973.0,2010.0,2,1,0,4.2,945082.0
226,281699.0,163408.0,2009.0,1,0,1,4.1,1493390.0
182,597099.0,32865.0,2016.0,1,0,1,4.6,1343448.0
249,408399.0,31796.0,2015.0,1,1,1,4.3,1428932.0
51,398999.0,75713.0,2010.0,2,2,1,4.3,1173990.0
35,552899.0,14358.0,2018.0,1,1,1,4.6,1460103.0
101,480699.0,10172.0,2017.0,1,1,1,4.8,1187146.0
13,291099.0,46437.0,2014.0,2,0,1,4.2,1351987.0
93,300799.0,26754.0,2014.0,1,1,1,4.4,1461355.0
37,409299.0,123934.0,2015.0,2,0,1,4.3,1348715.0
266,305864.0,93733.0,2013.0,2,0,1,4.3,1399435.0
230,335700.0,89383.0,2014.0,1,0,1,4.3,857165.0
171,111799.0,98526.0,2008.0,3,1,1,4.0,1075230.0
171,171299.0,13966.0,2011.0,1,1,1,4.4,1102061.0
235,246500.0,123852.0,2012.0,1,0,1,3.9,1416239.0
209,289299.0,27741.0,2018.0,1,1,1,4.4,1046479.0
226,710064.0,12889.0,2019.0,1,1,1,4.9,1456757.0
130,404099.0,92011.0,2015.0,1,1,1,4.5,1381374.0
171,133599.0,72725.0,2009.0,2,1,1,4.0,1116454.0
172,281399.0,11110.0,2017.0,1,1,1,4.7,927272.0
266,458899.0,94775.0,2014.0,1,0,1,3.9,1015053.0
129,451244.0,78612.0,2015.0,1,2,1,4.3,832934.0
266,507799.0,171979.0,2015.0,1,0,1,3.8,1084282.0
230,297299.0,160205.0,2010.0,2,0,1,4.1,1291757.0
171,206599.0,45476.0,2008.0,1,1,1,4.2,1323208.0
172,260240.0,67833.0,2015.0,2,1,1,4.2,1079772.0
93,218399.0,56350.0,2013.0,1,1,1,4.5,1107320.0
307,526099.0,25034.0,2018.0,1,1,1,4.8,1279092.0
172,299799.0,38472.0,2015.0,1,1,1,4.3,1165696.0
101,429299.0,45391.0,2016.0,1,1,1,4.6,1154379.0
154,354899.0,98304.0,2012.0,1,0,1,4.5,1005287.0
298,834599.0,1424.0,2019.0,1,1,1,4.9,1487105.0
242,584199.0,59715.0,2016.0,1,0,1,4.6,1497041.0
172,343899.0,23598.0,2016.0,1,1,1,4.9,1157911.0
111,250699.0,39601.0,2012.0,1,1,1,4.4,1126680.0
326,309199.0,52194.0,2012.0,2,0,1,4.3,1097968.0
35,631799.0,10129.0,2018.0,1,1,1,4.9,928327.0
172,254199.0,12702.0,2016.0,2,1,1,4.8,1341679.0
114,224499.0,69390.0,2007.0,2,1,1,4.0,1397864.0
211,736599.0,25046.0,2017.0,1,0,1,4.8,1175651.0
180,539599.0,27670.0,2017.0,1,1,1,4.5,1389059.0
71,169955.0,136284.0,2012.0,2,2,1,4.1,781068.0
174,320299.0,65190.0,2014.0,1,1,1,4.2,1317701.0
51,420300.0,65403.0,2011.0,1,1,1,4.8,1411913.0
25,266186.0,81196.0,2010.0,1,1,1,4.2,1134168.0
222,505399.0,85657.0,2015.0,1,0,1,4.6,1146405.0
278,384199.0,22247.0,2017.0,1,1,0,4.8,1201956.0
55,639999.0,48559.0,2014.0,1,1,1,4.3,1055885.0
45,286599.0,18255.0,2012.0,2,1,1,4.6,1400619.0
180,630899.0,10055.0,2018.0,1,1,1,4.8,949927.0
174,343999.0,11976.0,2017.0,1,1,1,4.9,1154859.0
246,898099.0,16194.0,2018.0,1,0,0,4.9,1017068.0
346,290799.0,120996.0,2013.0,1,0,1,4.7,751159.0
208,413999.0,21932.0,2017.0,1,1,1,4.4,880325.0
172,345199.0,8526.0,2016.0,1,1,1,4.7,1119139.0
37,380240.0,55490.0,2014.0,1,0,1,4.1,1466056.0
203,560999.0,42167.0,2017.0,1,1,0,4.8,906382.0
172,244180.0,66047.0,2013.0,2,1,1,4.1,1141084.0
103,374435.0,56923.0,2016.0,2,1,1,4.3,1134749.0
272,701799.0,130303.0,2016.0,1,0,0,4.2,1008638.0
151,346099.0,75654.0,2013.0,1,0,1,4.2,933006.0
105,322699.0,66962.0,2014.0,2,1,1,4.2,1105955.0
274,354229.0,9895.0,2018.0,1,1,1,4.9,1227102.0
54,418599.0,50304.0,2012.0,1,1,0,4.1,1311699.0
152,341799.0,38013.0,2012.0,1,1,1,3.8,1175410.0
165,945699.0,72363.0,2015.0,1,0,1,4.6,1075732.0
128,441599.0,40878.0,2015.0,2,1,1,4.3,1320793.0
307,378099.0,69312.0,2016.0,1,1,1,4.5,1250207.0
189,469299.0,23482.0,2016.0,1,1,0,4.7,1146608.0
81,494699.0,137913.0,2015.0,1,0,1,4.0,1443248.0
241,632999.0,37208.0,2018.0,1,1,0,4.6,993168.0
234,595399.0,58291.0,2015.0,1,1,1,4.3,862228.0
232,296500.0,40302.0,2012.0,2,1,1,4.3,904210.0
79,585299.0,18711.0,2017.0,2,1,1,4.5,1072609.0
180,503399.0,42568.0,2016.0,1,1,1,4.5,821575.0
249,166999.0,48954.0,2010.0,1,1,1,3.5,1008695.0
256,127599.0,65402.0,2007.0,2,1,1,3.8,800792.0
248,283199.0,76036.0,2010.0,2,1,1,4.4,1331911.0
174,260899.0,24013.0,2016.0,1,1,1,4.6,1089406.0
3,534399.0,63649.0,2011.0,2,0,0,4.3,784895.0
320,326356.0,133608.0,2012.0,1,0,1,4.3,816029.0
55,262499.0,80190.0,2009.0,1,1,1,4.1,1039415.0
162,513299.0,90651.0,2017.0,1,0,1,4.0,1087850.0
232,357799.0,53264.0,2012.0,1,1,1,4.0,1444981.0
257,172599.0,47307.0,2010.0,1,1,1,3.8,1337590.0
230,357799.0,121017.0,2011.0,1,0,1,4.3,1206916.0
226,391099.0,164757.0,2012.0,1,0,1,4.0,1482121.0
31,306999.0,59142.0,2008.0,1,1,0,4.3,863263.0
227,408499.0,75468.0,2013.0,1,0,1,4.5,1041413.0
230,604299.0,59826.0,2015.0,1,0,1,4.5,967133.0
174,324099.0,17712.0,2018.0,2,1,1,4.7,863935.0
171,188147.0,44132.0,2008.0,1,1,1,3.9,901751.0
188,390499.0,60850.0,2016.0,1,2,1,4.5,1003638.0
51,297099.0,114682.0,2009.0,1,1,1,4.3,1109305.0
252,383199.0,38639.0,2017.0,1,1,0,4.8,935973.0
148,287165.0,84373.0,2009.0,1,1,1,3.7,920442.0
316,308799.0,43802.0,2012.0,1,0,1,4.2,1443849.0
301,206899.0,14401.0,2015.0,3,1,0,4.7,1349411.0
104,315364.0,128627.0,2013.0,1,0,1,4.3,1019752.0
51,353999.0,83929.0,2012.0,1,1,1,4.0,1444463.0
201,729299.0,21642.0,2019.0,1,0,1,4.8,1147538.0
173,235599.0,66248.0,2014.0,1,2,1,4.3,824903.0
26,194540.0,124564.0,2011.0,1,1,1,4.2,754416.0
249,356099.0,18584.0,2013.0,1,1,1,4.3,1448563.0
101,344616.0,16316.0,2014.0,1,1,1,4.6,1165263.0
174,200699.0,33423.0,2012.0,1,1,1,4.1,1402454.0
259,1654999.0,79207.0,2016.0,1,0,1,4.6,1024117.0
226,311399.0,34524.0,2011.0,1,1,1,4.4,1404276.0
232,416099.0,83575.0,2014.0,1,1,1,4.3,1039683.0
180,604499.0,9862.0,2019.0,1,1,1,4.9,1345047.0
208,458699.0,27277.0,2019.0,1,2,1,4.7,822013.0
45,272999.0,87755.0,2012.0,1,1,1,4.0,841683.0
230,447072.0,88835.0,2014.0,1,0,1,4.3,1102699.0
277,347899.0,33732.0,2016.0,1,1,1,4.6,1360065.0
249,350799.0,53279.0,2015.0,1,1,1,4.2,909140.0
39,436299.0,70147.0,2013.0,2,0,1,4.1,1004168.0
51,241199.0,86866.0,2009.0,2,1,1,4.0,1448875.0
125,415299.0,129017.0,2011.0,1,0,1,4.2,1130429.0
55,300999.0,127472.0,2010.0,1,2,1,4.3,1051950.0
87,617799.0,62516.0,2014.0,1,0,1,4.2,911184.0
232,365999.0,117248.0,2014.0,1,1,1,4.2,756897.0
139,330799.0,26474.0,2009.0,1,1,0,4.1,1329477.0
171,160099.0,44374.0,2010.0,3,1,1,4.7,1192428.0
73,1035199.0,58298.0,2017.0,2,0,0,4.6,865831.0
172,269099.0,58283.0,2018.0,1,1,1,4.6,1026261.0
171,372799.0,13069.0,2019.0,1,1,1,4.8,950129.0
249,333999.0,39541.0,2013.0,2,1,1,4.2,1046206.0
111,286899.0,96552.0,2014.0,1,2,1,4.2,1247429.0
51,420399.0,46870.0,2012.0,3,1,1,4.1,889773.0
187,388899.0,42704.0,2016.0,1,1,1,4.9,907289.0
146,559592.0,53425.0,2015.0,1,1,1,4.5,1277714.0
342,604106.0,27276.0,2017.0,1,1,1,4.6,1472714.0
257,151899.0,45920.0,2007.0,1,1,1,4.0,905133.0
296,195299.0,150758.0,2009.0,1,0,1,4.4,821893.0
274,269639.0,36873.0,2016.0,1,1,1,4.6,1054156.0
171,111699.0,91528.0,2009.0,1,3,1,3.8,1425176.0
236,351099.0,36610.0,2015.0,1,2,1,4.5,799779.0
226,281999.0,133175.0,2011.0,1,0,1,4.2,1360031.0
342,317999.0,69745.0,2013.0,1,1,1,4.4,768807.0
171,156325.0,58267.0,2008.0,1,1,1,4.3,1352907.0
26,200628.0,35658.0,2014.0,3,1,1,4.3,1055291.0
206,317799.0,46837.0,2018.0,1,2,1,4.9,936197.0
255,361499.0,9296.0,2014.0,1,1,1,4.5,802197.0
249,233499.0,117905.0,2011.0,1,1,1,4.1,1173494.0
226,228599.0,190778.0,2009.0,2,0,1,3.9,1491934.0
141,324699.0,30532.0,2015.0,1,1,1,4.4,909526.0
21,388180.0,62253.0,2013.0,1,0,1,4.2,954276.0
232,312799.0,40055.0,2012.0,1,1,1,4.3,1354265.0
227,330099.0,90474.0,2013.0,1,0,1,4.1,866046.0
171,124299.0,39460.0,2010.0,1,1,1,4.0,991164.0
174,229499.0,25563.0,2013.0,1,1,1,4.5,1219912.0
86,554899.0,68730.0,2017.0,2,0,1,4.4,1380578.0
65,482299.0,22898.0,2015.0,1,1,1,4.5,805333.0
182,524699.0,43702.0,2016.0,1,0,1,4.7,1333158.0
290,483499.0,65919.0,2014.0,3,1,0,4.1,1493043.0
211,413099.0,91724.0,2012.0,2,0,1,4.4,809988.0
217,327999.0,54431.0,2009.0,1,1,1,4.5,1485908.0
93,194999.0,110501.0,2013.0,1,1,1,4.2,1143980.0
152,333499.0,44142.0,2011.0,3,1,1,4.2,1121202.0
226,546799.0,24093.0,2014.0,1,1,1,4.5,923680.0
98,451799.0,30537.0,2015.0,2,1,1,4.5,783265.0
117,1224699.0,1827.0,2018.0,1,1,0,4.9,1477992.0
226,313699.0,102024.0,2012.0,1,0,1,4.3,1428246.0
51,297867.0,39947.0,2010.0,1,1,1,4.5,1175592.0
266,551899.0,59607.0,2015.0,1,0,1,4.3,1465978.0
171,150299.0,57358.0,2009.0,1,1,1,4.5,986942.0
63,201208.0,61886.0,2007.0,2,1,1,4.3,817245.0
152,279899.0,107384.0,2012.0,1,1,1,4.0,963060.0
217,143099.0,86813.0,2009.0,3,1,1,4.0,988062.0
226,450358.0,29624.0,2012.0,1,1,1,4.3,872072.0
226,318199.0,80935.0,2012.0,1,0,1,4.3,1259296.0
342,443699.0,60295.0,2016.0,2,1,1,4.3,1018912.0
105,421699.0,77031.0,2016.0,1,1,1,4.4,908801.0
196,470599.0,78595.0,2015.0,1,0,1,4.5,852899.0
88,271999.0,65435.0,2012.0,1,1,1,4.3,1042168.0
152,322799.0,56736.0,2012.0,1,1,1,4.3,1261459.0
207,293399.0,44254.0,2017.0,1,2,1,4.5,1420869.0
171,189999.0,55899.0,2007.0,3,1,1,3.9,1234510.0
154,301399.0,87995.0,2012.0,3,0,1,4.4,752216.0
139,226599.0,48246.0,2011.0,1,1,1,4.2,802064.0
211,492724.0,51981.0,2013.0,1,0,1,4.3,991506.0
199,657499.0,47051.0,2018.0,1,1,1,4.5,898560.0
45,264999.0,108048.0,2012.0,1,1,1,4.4,1412748.0
110,298899.0,33828.0,2013.0,2,1,1,4.2,1026305.0
232,312699.0,148847.0,2013.0,1,1,1,4.3,1082896.0
145,377799.0,69521.0,2013.0,1,0,1,4.5,779035.0
187,451499.0,4370.0,2019.0,1,1,1,4.9,983625.0
238,748585.0,10138.0,2019.0,1,1,0,4.9,1275478.0
168,707999.0,84226.0,2014.0,1,0,1,4.3,892044.0
39,374500.0,89309.0,2014.0,1,0,1,4.0,917895.0
249,289499.0,68719.0,2013.0,1,1,1,4.3,900747.0
179,687299.0,61489.0,2017.0,1,0,1,4.5,873332.0
142,434399.0,20524.0,2013.0,1,1,1,4.5,1442519.0
159,806599.0,50968.0,2015.0,1,0,1,4.5,1253157.0
230,520399.0,75129.0,2014.0,1,0,1,4.4,915275.0
232,336999.0,50834.0,2012.0,2,1,1,4.1,950526.0
150,197799.0,85191.0,2010.0,1,1,1,4.1,1363477.0
217,313599.0,105576.0,2011.0,1,0,1,4.0,963496.0
41,393899.0,99296.0,2013.0,1,0,1,4.1,1369077.0
66,579399.0,10430.0,2016.0,2,1,0,4.0,841777.0
208,356852.0,28319.0,2017.0,2,2,1,4.6,846071.0
64,275399.0,83659.0,2011.0,1,1,1,4.3,1089900.0
226,353099.0,78289.0,2013.0,1,2,1,4.4,858804.0
41,333399.0,197997.0,2013.0,1,0,1,3.9,1489337.0
94,540762.0,11636.0,2016.0,1,1,0,4.6,1457155.0
174,267599.0,18946.0,2016.0,1,1,1,4.7,1084888.0
45,235458.0,70498.0,2013.0,1,1,1,4.3,906819.0
172,309199.0,19130.0,2017.0,1,1,1,4.8,1227778.0
47,307559.0,58581.0,2012.0,1,1,1,4.0,751342.0
51,210834.0,194040.0,2008.0,2,2,1,3.9,1475750.0
159,921499.0,24847.0,2014.0,1,0,1,4.8,1491595.0
226,437699.0,46070.0,2014.0,1,1,1,4.2,1128695.0
250,329299.0,32768.0,2014.0,1,2,1,4.6,1253654.0
172,272974.0,30871.0,2015.0,1,1,1,4.6,1033742.0
180,548199.0,26568.0,2016.0,2,1,1,4.7,1427047.0
36,343899.0,68821.0,2013.0,1,1,1,4.2,1214643.0
330,751199.0,80584.0,2014.0,1,0,1,4.4,782399.0
152,229599.0,39306.0,2010.0,1,1,1,4.1,1436946.0
226,229399.0,123493.0,2009.0,2,0,1,3.7,834684.0
188,409099.0,55037.0,2015.0,1,1,0,4.5,1395514.0
249,244506.0,60385.0,2010.0,1,1,1,4.2,880242.0
125,420499.0,74271.0,2013.0,1,0,1,4.4,763545.0
242,789304.0,32575.0,2019.0,1,0,1,4.8,1315920.0
352,252299.0,62752.0,2010.0,1,1,1,4.1,803036.0
152,252499.0,131343.0,2011.0,1,1,1,4.3,1307513.0
12,300899.0,4730.0,2017.0,1,1,1,4.9,991885.0
237,409199.0,62806.0,2015.0,1,0,1,4.2,870900.0
216,526099.0,19084.0,2017.0,2,1,0,4.6,1408063.0
257,116199.0,64268.0,2008.0,2,1,1,3.9,1044983.0
174,313199.0,24612.0,2015.0,2,1,1,4.5,1442779.0
307,402647.0,24990.0,2016.0,1,1,1,4.5,1068111.0
137,209499.0,98364.0,2009.0,2,1,1,3.9,944007.0
53,518499.0,93529.0,2014.0,2,1,1,4.2,1065402.0
56,649499.0,50552.0,2014.0,1,1,0,4.8,755894.0
174,173699.0,32089.0,2011.0,2,1,1,4.4,1398208.0
46,253499.0,32830.0,2012.0,3,1,0,4.3,1460926.0
49,423299.0,56335.0,2016.0,1,1,1,4.3,1352739.0
226,306720.0,66445.0,2012.0,1,0,1,4.2,1320453.0
187,269399.0,25807.0,2014.0,1,1,1,4.0,1128542.0
3,891599.0,67267.0,2012.0,1,0,0,4.4,1477802.0
232,364499.0,34414.0,2012.0,1,1,1,4.1,995395.0
248,294599.0,60443.0,2010.0,1,1,1,4.4,1056546.0
138,274799.0,44670.0,2015.0,3,1,1,4.4,783803.0
230,406899.0,72388.0,2014.0,1,0,1,4.3,1130301.0
342,380699.0,101779.0,2016.0,1,1,1,4.3,897450.0
208,410399.0,28457.0,2018.0,1,1,1,4.6,1271729.0
249,289399.0,68927.0,2014.0,1,1,1,4.3,992903.0
230,461599.0,38235.0,2012.0,1,0,1,4.6,938005.0
249,228099.0,93590.0,2010.0,1,1,1,4.0,1160467.0
39,296199.0,87405.0,2013.0,1,0,1,4.2,858552.0
16,409599.0,104023.0,2014.0,1,0,1,4.4,1361415.0
208,378499.0,24962.0,2017.0,2,1,1,4.7,1037433.0
95,487799.0,33243.0,2016.0,2,0,1,4.5,1369058.0
250,312289.0,78330.0,2014.0,2,2,1,4.5,1285453.0
41,318899.0,63748.0,2013.0,3,0,1,4.2,1341549.0
139,346999.0,44802.0,2013.0,2,1,1,4.3,897523.0
232,330220.0,82666.0,2012.0,1,1,1,4.2,1152176.0
230,287999.0,74785.0,2012.0,2,0,1,4.1,1412055.0
249,349899.0,30401.0,2015.0,1,1,1,4.3,1296513.0
238,464510.0,27412.0,2016.0,2,1,1,4.4,1253518.0
229,295362.0,41541.0,2012.0,1,1,1,4.5,1385833.0
249,197438.0,64370.0,2011.0,3,2,1,4.3,844840.0
243,583999.0,57304.0,2016.0,2,0,1,4.6,1053841.0
171,228499.0,6943.0,2011.0,2,1,1,4.2,799534.0
217,203068.0,48907.0,2009.0,1,1,1,4.4,1269800.0
346,327099.0,77103.0,2012.0,2,0,1,4.1,917156.0
321,282199.0,87827.0,2012.0,1,0,1,4.3,926686.0
232,297199.0,52719.0,2012.0,2,1,1,4.5,1306994.0
250,358999.0,51564.0,2015.0,1,2,1,4.3,1325042.0
51,305199.0,98697.0,2011.0,1,1,1,4.2,1419282.0
352,264999.0,48128.0,2011.0,1,1,1,4.1,1288035.0
91,315999.0,30522.0,2018.0,1,1,1,4.5,1258625.0
190,432199.0,31973.0,2018.0,1,1,1,4.5,1464824.0
274,316199.0,13865.0,2016.0,1,1,1,4.5,1290544.0
191,435299.0,34587.0,2015.0,2,1,0,4.6,1005396.0
226,366899.0,103671.0,2014.0,1,0,1,4.0,1319960.0
128,421608.0,29978.0,2015.0,1,1,1,4.2,911716.0
174,246499.0,95412.0,2015.0,1,1,1,4.1,896750.0
172,269199.0,23280.0,2018.0,1,1,1,4.7,1289904.0
180,524199.0,20092.0,2016.0,1,1,1,4.8,1138213.0
152,481199.0,61801.0,2012.0,1,1,1,4.4,1428422.0
226,528799.0,29075.0,2017.0,1,1,1,4.7,1447990.0
